285, 23.10, 52.50
286, 23.00, 52.50
287, 23.00, 52.50
288, 23.00, 52.60
289, 23.00, 52.70
290, 23.00, 52.70
291, 23.00, 52.80
292, 22.90, 52.80
293, 22.90, 52.90
294, 22.90, 52.90
295, 22.90, 53.00
296, 22.90, 53.00
297, 22.80, 53.00
298, 22.80, 53.00
299, 22.80, 53.10
300, 22.80, 53.10
301, 22.80, 53.20
302, 22.80, 53.20
303, 22.80, 53.30
304, 22.80, 53.30
305, 22.70, 53.40
306, 22.70, 53.50
307, 22.70, 53.50
308, 22.70, 53.50
309, 22.70, 53.60
310, 22.70, 53.60
311, 22.70, 53.60
312, 22.60, 53.60
313, 22.60, 53.60
314, 22.60, 53.70
315, 22.60, 53.70
316, 22.60, 53.70
317, 22.60, 53.80
318, 22.60, 53.90
319, 22.60, 53.90
320, 22.50, 54.00
321, 22.50, 54.00
322, 22.50, 54.10
323, 22.50, 54.10
324, 22.50, 54.20
325, 22.50, 54.20
326, 22.50, 54.30
327, 22.50, 54.30
328, 22.40, 54.20
329, 22.50, 54.40
330, 22.40, 54.30
331, 22.40, 54.40
332, 22.40, 54.40
333, 22.40, 54.40
334, 22.40, 54.40
335, 22.40, 54.50
336, 22.40, 54.50
337, 22.30, 54.60
338, 22.30, 54.60
339, 22.30, 54.60
340, 22.30, 54.70
341, 22.30, 54.70
342, 22.30, 54.70
343, 22.30, 54.70
344, 22.30, 54.80
345, 22.30, 54.80
346, 22.30, 54.90
347, 22.30, 54.90
348, 22.30, 54.90
349, 22.20, 54.80
350, 22.30, 55.00
351, 22.20, 54.90
352, 22.20, 54.90
353, 22.20, 55.00
354, 22.20, 55.00
355, 22.20, 55.00
356, 22.20, 55.10
357, 22.20, 55.10
358, 22.20, 55.10
359, 22.20, 55.10
360, 22.20, 55.10
361, 22.20, 55.20
362, 22.20, 55.20
363, 22.20, 55.20
364, 22.20, 55.20
365, 22.20, 55.20
366, 22.10, 55.20
367, 22.20, 55.20
368, 22.10, 55.30
369, 22.10, 55.20
370, 22.10, 55.30
371, 22.10, 55.30
372, 22.10, 55.30
373, 22.10, 55.40
374, 22.10, 55.40
375, 22.10, 55.40
376, 22.10, 55.40
377, 22.10, 55.40
378, 22.10, 55.50
379, 22.10, 55.50
380, 22.10, 55.50
381, 22.10, 55.50
382, 22.10, 55.60
383, 22.10, 55.60
384, 22.00, 55.50
385, 22.10, 55.60
386, 22.00, 55.60
387, 22.00, 55.60
388, 22.00, 55.60
389, 22.00, 55.60
390, 22.10, 55.70
391, 22.00, 55.60
392, 22.00, 55.60
393, 22.00, 55.60
394, 22.00, 55.60
395, 22.00, 55.70
396, 22.00, 55.70
397, 22.00, 55.70
398, 22.00, 55.70
399, 22.00, 55.80
400, 22.00, 55.80
401, 22.00, 55.80
402, 22.00, 55.80
403, 22.00, 55.80
404, 22.00, 55.80
405, 22.00, 55.90
406, 22.00, 55.90
407, 21.80, 56.30
408, 21.80, 56.30
409, 21.80, 56.30
410, 21.80, 56.30
411, 21.80, 56.30
412, 21.70, 56.30
413, 21.80, 56.30
414, 21.80, 56.30
415, 21.80, 56.30
416, 21.80, 56.30
417, 21.80, 56.40
418, 21.80, 56.40
419, 21.80, 56.40
420, 21.80, 56.40
421, 21.80, 56.40
422, 21.80, 56.40
423, 21.80, 56.40
424, 21.80, 56.50
425, 21.80, 56.50
426, 21.80, 56.50
427, 21.80, 56.40
428, 21.80, 56.40
429, 21.80, 56.50
430, 21.80, 56.40
431, 21.80, 56.50
432, 21.80, 56.50
433, 21.80, 56.40
434, 21.80, 56.50
435, 21.80, 56.40
436, 21.80, 56.40
437, 21.80, 56.40
438, 21.80, 56.40
439, 21.80, 56.40
440, 21.80, 56.40
441, 21.80, 56.40
442, 21.80, 56.40
443, 21.80, 56.40
444, 21.80, 56.40
445, 21.80, 56.40
446, 21.80, 56.40
447, 21.80, 56.40
448, 21.80, 56.40
449, 21.80, 56.40
450, 21.80, 56.40
451, 21.80, 56.40
452, 21.80, 56.40
453, 21.80, 56.40
454, 21.80, 56.40
455, 21.80, 56.40
456, 21.80, 56.40
457, 21.80, 56.40
458, 21.80, 56.40
459, 21.80, 56.40
460, 21.80, 56.40
461, 21.80, 56.40
462, 21.80, 56.40
463, 21.80, 56.40
464, 21.80, 56.40
465, 21.80, 56.40
466, 21.80, 56.50
467, 21.80, 56.50
468, 21.80, 56.50
469, 21.80, 56.50
470, 21.80, 56.40
471, 21.80, 56.50
472, 21.80, 56.40
473, 21.80, 56.40
474, 21.80, 56.40
475, 21.80, 56.40
476, 21.80, 56.40
477, 21.80, 56.50
478, 21.80, 56.40
479, 21.80, 56.40
480, 21.80, 56.40
481, 21.80, 56.40
482, 21.80, 56.40
483, 21.80, 56.40
484, 21.80, 56.40
485, 21.80, 56.40
486, 21.80, 56.40
487, 21.80, 56.40
488, 21.80, 56.40
489, 21.80, 56.40
490, 21.80, 56.40
491, 21.80, 56.40
492, 21.80, 56.40
493, 21.80, 56.40
494, 21.80, 56.40
495, 21.80, 56.40
496, 21.80, 56.50
497, 21.80, 56.40
498, 21.80, 56.50
499, 21.80, 56.50
500, 21.80, 56.40
501, 21.80, 56.50
502, 21.80, 56.50
503, 21.80, 56.50
504, 21.80, 56.40
505, 21.80, 56.40
506, 21.80, 56.50
507, 21.80, 56.50
508, 21.80, 56.50
509, 21.80, 56.50
510, 21.80, 56.50
511, 21.80, 56.50
512, 21.80, 56.50
513, 21.80, 56.50
514, 21.80, 56.50
515, 21.80, 56.50
516, 21.80, 56.50
517, 21.80, 56.50
518, 21.80, 56.50
519, 21.80, 56.50
520, 21.80, 56.50
521, 21.80, 56.50
522, 21.80, 56.50
523, 21.80, 56.50
524, 21.80, 56.50
525, 21.80, 56.50
526, 21.80, 56.50
527, 21.80, 56.50
528, 21.80, 56.50
529, 21.80, 56.50
530, 21.80, 56.50
531, 21.80, 56.40
532, 21.80, 56.50
533, 21.80, 56.40
534, 21.80, 56.40
535, 21.80, 56.40
536, 21.80, 56.40
537, 21.80, 56.40
538, 21.80, 56.40
539, 21.80, 56.40
540, 21.80, 56.40
541, 21.80, 56.40
542, 21.80, 56.40
543, 21.80, 56.40
544, 21.80, 56.40
545, 21.80, 56.40
546, 21.80, 56.40
547, 21.80, 56.40
548, 21.80, 56.40
549, 21.80, 56.40
550, 21.80, 56.40
551, 21.80, 56.40
552, 21.80, 56.40
553, 21.80, 56.40
554, 21.80, 56.40
555, 21.80, 56.40
556, 21.80, 56.40
557, 21.80, 56.40
558, 21.80, 56.40
559, 21.80, 56.40
560, 21.80, 56.40
561, 21.80, 56.40
562, 21.80, 56.40
563, 21.80, 56.40
564, 21.80, 56.40
565, 21.80, 56.40
566, 21.80, 56.40
567, 21.80, 56.40
568, 21.80, 56.40
569, 21.80, 56.40
570, 21.80, 56.40
571, 21.80, 56.40
572, 21.80, 56.40
573, 21.80, 56.40
574, 21.80, 56.40
575, 21.80, 56.40
576, 21.80, 56.40
577, 21.80, 56.40
578, 21.80, 56.40
579, 21.80, 56.40
580, 21.80, 56.40
581, 21.80, 56.30
582, 21.80, 56.30
583, 21.80, 56.30
584, 21.80, 56.30
585, 21.80, 56.30
586, 21.80, 56.30
587, 21.80, 56.30
588, 21.80, 56.30
589, 21.80, 56.30
590, 21.80, 56.30
591, 21.80, 56.40
592, 21.80, 56.40
593, 21.80, 56.30
594, 21.80, 56.30
595, 21.80, 56.30
596, 21.80, 56.30
597, 21.80, 56.30
598, 21.80, 56.40
599, 21.80, 56.30
600, 21.80, 56.30
601, 21.80, 56.30
602, 21.80, 56.40
603, 21.80, 56.40
604, 21.80, 56.30
605, 21.80, 56.30
606, 21.80, 56.30
607, 21.80, 56.40
608, 21.80, 56.30
609, 21.80, 56.40
610, 21.80, 56.30
611, 21.80, 56.40
612, 21.80, 56.30
613, 21.80, 56.40
614, 21.80, 56.30
615, 21.80, 56.30
616, 21.80, 56.30
617, 21.80, 56.30
618, 21.80, 56.30
619, 21.80, 56.30
620, 21.80, 56.30
621, 21.80, 56.30
622, 21.80, 56.30
623, 21.80, 56.30
624, 21.80, 56.30
625, 21.80, 56.30
626, 21.80, 56.30
627, 21.80, 56.30
628, 21.80, 56.30
629, 21.80, 56.30
630, 21.80, 56.30
631, 21.80, 56.30
632, 21.80, 56.30
633, 21.80, 56.30
634, 21.80, 56.40
635, 21.80, 56.30
636, 21.80, 56.40
637, 21.80, 56.30
638, 21.80, 56.30
639, 21.80, 56.40
640, 21.90, 56.50
641, 21.80, 56.40
642, 21.80, 56.40
643, 21.80, 56.40
644, 21.80, 56.40
645, 21.80, 56.40
646, 21.80, 56.40
647, 21.80, 56.40
648, 21.80, 56.30
649, 21.80, 56.30
650, 21.80, 56.30
651, 21.80, 56.30
652, 21.80, 56.30
653, 21.80, 56.30
654, 21.80, 56.30
655, 21.80, 56.30
656, 21.80, 56.30
657, 21.80, 56.30
658, 21.80, 56.30
659, 21.80, 56.40
660, 21.80, 56.40
661, 21.80, 56.40
662, 21.80, 56.40
663, 21.80, 56.50
664, 21.80, 56.50
665, 21.80, 56.50
666, 21.80, 56.50
667, 21.80, 56.50
668, 21.80, 56.50
669, 21.80, 56.60
670, 21.80, 56.60
671, 21.80, 56.60
672, 21.80, 56.60
673, 21.80, 56.70
674, 21.80, 56.70
